drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
81939,Bone resorption inhibitor,"zoledronic acid, Axsome Therapeutics",,,,
82133,Bone resorption inhibitor,"risedronate sodium, Zentiva",,,,
82201,Bone resorption inhibitor,"ibandronic acid (tablet), Synthon",,,,
82419,Bone resorption inhibitor,"alendronate sodium (once-weekly), Bluefish",,,,
82804,Bone resorption inhibitor,"alendronic acid, Acis",,,,
82988,Bone resorption inhibitor,"alendronic acid (once-weekly), Teva",,,,
83195,Bone resorption inhibitor,"gallium maltolate, Gallixa LLC",,,,
83263,Bone resorption inhibitor,"risedronate + cholecalciferol (monthly), Hanlim Pharm",,,,
83486,Bone resorption inhibitor,"alendronic acid, Accord",,,,
84899,Bone resorption inhibitor,"zoledronic acid, Levolta Pharmaceuticals",,,,
85888,Bone resorption inhibitor,alendronic acid + vitamin D3,,,,
86380,Bone resorption inhibitor,risedronate sodium (new formulation),,,,
87986,Bone resorption inhibitor,minodronic acid (once-monthly),,,,
88598,Bone resorption inhibitor,"risedronate sodium, Apotex",,,,
88829,Bone resorption inhibitor,"denosumab, Alphamab",,,,
88876,Bone resorption inhibitor,"risedronate sodium, Bluefish",,,,
88886,Bone resorption inhibitor,"ibandronate, Apotex",,,,
89418,Bone resorption inhibitor,"sodium alendronate, Arrow Generics",,,,
89499,Bone resorption inhibitor,"risedronate sodium, Mylan",,,,
89523,Bone resorption inhibitor,"ibandronic acid, Gentian Generics",,,,
89600,Bone resorption inhibitor,"risedronate sodium, Jenson Pharmaceutical",,,,
89791,Bone resorption inhibitor,"strontium ranelate, Yangtze River Pharmaceutical",,,,
89815,Bone resorption inhibitor,"alendronate sodium, JiangSu HuangHe Pharmacy Share Co.",,,,
89832,Bone resorption inhibitor,"risedronate sodium, Medochemie",,,,
89859,Bone resorption inhibitor,"alendronate sodium (enteric-coated), Hainan Hishen Tongzhou",,,,
89874,Bone resorption inhibitor,"alendronate sodium (enteric-coated), Jiangsu Shenlong",,,,
89954,Bone resorption inhibitor,"alendronate sodium, CSPC Pharmaceutical",,,,
90099,Bone resorption inhibitor,"ibandronic acid, Mylan",,,,
90241,Bone resorption inhibitor,"ibandronic acid, Pharmathen",,,,
90252,Bone resorption inhibitor,"risedronate sodium, Ratiopharm",,,,
90253,Bone resorption inhibitor,"ibandronic acid, Phace",,,,
90283,Bone resorption inhibitor,"risedronate sodium, Sandoz",,,,
90345,Bone resorption inhibitor,"ibandronic acid, Genthon",,,,
90347,Bone resorption inhibitor,"ibandronic acid, Specifar",,,,
90413,Bone resorption inhibitor,"alendronic acid + calcium carbonate + colecalciferol, Will Pha",,,,
115715,Bone resorption inhibitor,"risedronate + cholecalciferol, GL Pharm Tech",,,,
116033,Bone resorption inhibitor,"denosumab, Intas Pharmaceuticals",,,,
116263,Bone resorption inhibitor,"minodronic acid, Shandong Luoxin Pharmaceutical Group Stock Co.",,,,
126458,Bone resorption inhibitor,Steovit forte,,,,
126789,Bone resorption inhibitor,"alendronate sodium, Pharmascience",,,,
126845,Bone resorption inhibitor,"risedronate sodium, Auro Pharma",,,,
127886,Bone resorption inhibitor,"alendronate, unspecified",,,,
130266,Bone resorption inhibitor,"zoledronic acid, World Medicine",,,,
132155,Bone resorption inhibitor,"alendronate, Sandoz",,,,
134872,Bone resorption inhibitor,"risedronate, Kunming Jida Pharmaceutical",,,,
140456,Bone resorption inhibitor,"generic zoledronic acid, CTTQ",,,,
144014,Bone resorption inhibitor,"minodronic acid, Haikou Kellett Pharmaceutical",,,,
145195,Bone resorption inhibitor,"denosumab, AryoGen Pharmed",,,,
147105,Bone resorption inhibitor,"denosumab, Luye Pharma",,,,
147419,Bone resorption inhibitor,"risedronate sodium, Dominion Pharmacal",,,,
147532,Bone resorption inhibitor,"risedronate sodium, Sanis Health",,,,
147600,Bone resorption inhibitor,"risedronate sodium, Sivem Pharmaceuticals",,,,
147646,Bone resorption inhibitor,"risedronate sodium, NTPharma",,,,
148118,Bone resorption inhibitor,"alendronic acid, mibe GmbH Arzneimittel",,,,
148186,Bone resorption inhibitor,"risedronate sodium, Pharmathen",,,,
148193,Bone resorption inhibitor,"risedronaatnatrium, Aurobindo",,,,
148344,Bone resorption inhibitor,"minodronic acid, Shandong New Time Pharmaceutical",,,,
148399,Bone resorption inhibitor,"alendronic acid, Aurobindo Pharma",,,,
148401,Bone resorption inhibitor,"sodium alendronate, Hexal",,,,
148405,Bone resorption inhibitor,"sodium alendronate trihydrate + cholecalciferol, Sandoz",,,,
149506,Bone resorption inhibitor,"alendronate sodium, Accel Pharma",,,,
152149,Bone resorption inhibitor,"denosumab, JHL Biotech",,,,
153011,Bone resorption inhibitor,"alendronate, Mint Pharmaceuticals",,,,
153070,Bone resorption inhibitor,"risedronate sodium + calcium carbonate, Teva",,,,
153305,Bone resorption inhibitor,"denosumab, Reliance Life Sciences",,,,
154272,Bone resorption inhibitor,"alendronate, Laboratoire riva",,,,
154274,Bone resorption inhibitor,"risedronate sodium, JAMP Pharma",,,,
155061,Bone resorption inhibitor,"minodronate, Ducheng Pharmaceuticals",,,,
155324,Bone resorption inhibitor,"denosumab, Enzene Biosciences",,,,
155729,Bone resorption inhibitor,"alendronic acid + cholecalciferol, Zentiva",,,,
157193,Bone resorption inhibitor,"denosumab, Qilu",,,,
157722,Bone resorption inhibitor,YYC401-B,,,,
157784,Bone resorption inhibitor,"ibandronic acid, Canonpharma",,,,
158354,Bone resorption inhibitor,"bazedoxifene, Alvogen",,,,
159979,Bone resorption inhibitor,"AP-002, Altum Pharmaceuticals",,,,
160070,Bone resorption inhibitor,"risedronate sodium, Hana Pharma",,,,
160357,Bone resorption inhibitor,"alendronate sodium/cholecalciferol, LG Life Sciences",,,,
160393,Bone resorption inhibitor,"risedronate sodium, Pharmascience Korea",,,,
160396,Bone resorption inhibitor,"alendronate sodium, Celltrion",,,,
160397,Bone resorption inhibitor,"alendronate + cholecalciferol, Celltrion",,,,
160504,Bone resorption inhibitor,"cholecalciferol + risedronate, MyungMoon Pharm.",,,,
160509,Bone resorption inhibitor,"alendronate sodium, Dongkook Pharmaceutical",,,,
160581,Bone resorption inhibitor,"risedronate + cholecalciferol, Pharmbio Korea",,,,
165004,Bone resorption inhibitor,"risedronate, Pro Doc",,,,
165544,Bone resorption inhibitor,"minodronate, Furen Pharmaceutical Group Co.",,,,
165953,Bone resorption inhibitor,"denosumab, Shanghai Biomabs Pharmaceuticals",,,,
166961,Bone resorption inhibitor,"risedronate sodium, Yangtze River Pharmaceutical Group",,,,
167473,Bone resorption inhibitor,"zoledronic acid, Kern Pharma",,,,
167654,Bone resorption inhibitor,"risedronate sodium, The Government Pharmaceutical Organization",,,,
167792,Bone resorption inhibitor,"denosumab, Sandoz",,,,
169518,Bone resorption inhibitor,"alendronate, Angita Pharma",,,,
174266,Bone resorption inhibitor,"denosumab, Mabion-2",,,,
174623,Bone resorption inhibitor,"risedronate sodium, Huons",,,,
176012,Bone resorption inhibitor,"denosumab, Teva",,,,
178418,Bone resorption inhibitor,"denosumab, Shanghai Henlius Biotech",,,,
179821,Bone resorption inhibitor,"denosumab, Mabwell",,,,
179856,Bone resorption inhibitor,"denosumab, Shanghai Kunheng Pharmaceutical Technology",,,,
182740,Bone resorption inhibitor,"risedronate sodium, Handok Pharmaceutical",,,,
182839,Bone resorption inhibitor,"risedronate, China Meheco Topfond Pharma Co.",,,,
184825,Bone resorption inhibitor,HS-20090,,,,
185338,Bone resorption inhibitor,"denosumab, Celltrion",,,,
187665,Bone resorption inhibitor,"denosumab, Feiyang Biotechnology (Jilin) Co.",,,,
189560,Bone resorption inhibitor,"denosumab, Samsung Bioepis",,,,
193108,Bone resorption inhibitor,"denosumab, Gedeon Richter",,,,
194987,Bone resorption inhibitor,"denosumab, Fresenius",,,,
199154,Bone resorption inhibitor,"denosumab, GlycoNex",,,,
201012,Bone resorption inhibitor,Rezoviva,,,,
205749,Bone resorption inhibitor,"ibandronic acid, Aurobindo Pharma",,,,
207156,Bone resorption inhibitor,"zoledronate, Siam Pharmaceutical",,,,
207214,Bone resorption inhibitor,"alendronate + cholecalciferol, Pharmathen",,,,
1473,Membrane integrity inhibitor,amorolfine,,,,
1491,Membrane integrity inhibitor,"amphotericin B, Gilead",,,,
2881,Membrane integrity inhibitor,"benzydamine, mouth and throat",,,,
4722,Membrane integrity inhibitor,clazuril,,,,
5327,Membrane integrity inhibitor,daptomycin,,,,
5473,Membrane integrity inhibitor,desflurane,,,,
6356,Membrane integrity inhibitor,enflurane,,,,
6702,Membrane integrity inhibitor,etomidate,,,,
8726,Membrane integrity inhibitor,iseganan hydrochloride,,,,
9692,Membrane integrity inhibitor,isoflurane,,,,
10915,Membrane integrity inhibitor,"lidocaine + prilocaine, AstraZeneca",,,,
10921,Membrane integrity inhibitor,"lidocaine HCl, Anesiva",,,,
11202,Membrane integrity inhibitor,omiganan pentahydrochloride,,,,
12101,Membrane integrity inhibitor,miltefosin,,,,
13397,Membrane integrity inhibitor,octenidine,,,,
14342,Membrane integrity inhibitor,pexiganan acetate,,,,
14386,Membrane integrity inhibitor,phosphatidylserine,,,,
14845,Membrane integrity inhibitor,propofol,,,,
15762,Membrane integrity inhibitor,ropivacaine,,,,
16996,Membrane integrity inhibitor,sevoflurane,,,,
18053,Membrane integrity inhibitor,"tetracine, percutaneous",,,,
22657,Membrane integrity inhibitor,lotilibcin,,,,
22716,Membrane integrity inhibitor,"lidocaine, EpiCept-1",,,,
22723,Membrane integrity inhibitor,"lidocaine, EpiCept-2",,,,
23020,Membrane integrity inhibitor,"lidocaine patch, Teikoku Pharma USA",,,,
24261,Membrane integrity inhibitor,"omiganan, topical",,,,
24410,Membrane integrity inhibitor,fospropofol disodium,,,,
25598,Membrane integrity inhibitor,"lidocaine, EpiCept-3",,,,
25808,Membrane integrity inhibitor,"colistimethate sodium, Profile",,,,
25813,Membrane integrity inhibitor,"polidocanol, BTG",,,,
25832,Membrane integrity inhibitor,CB-182804,,,,
27498,Membrane integrity inhibitor,"lidocaine, Gilead",,,,
29440,Membrane integrity inhibitor,"lidocaine patch, Kaken",,,,
33019,Membrane integrity inhibitor,"tetracaine + lidocaine patch, Nuvo Pharmaceuticals",,,,
33020,Membrane integrity inhibitor,"tetracaine+lidocaine cream, Crescita Therapeutics",,,,
33121,Membrane integrity inhibitor,"amphotericin B-2, BDSI",,,,
33681,Membrane integrity inhibitor,brilacidin,,,,
34237,Membrane integrity inhibitor,"lidocaine + prilocaine, Pleth",,,,
34525,Membrane integrity inhibitor,NB-001,,,,
34763,Membrane integrity inhibitor,"lidocaine, alkalized, Plethora Solutions",,,,
37404,Membrane integrity inhibitor,URG-301,,,,
38173,Membrane integrity inhibitor,"lidocaine, Akorn",,,,
38360,Membrane integrity inhibitor,"colistimethate sodium, Forest",,,,
38989,Membrane integrity inhibitor,deoxycholic acid,,,,
39593,Membrane integrity inhibitor,"miltefosine, JADO",,,,
39805,Membrane integrity inhibitor,novexatin,,,,
40306,Membrane integrity inhibitor,"terbinafine hydrochloride nanoemulsion, Nanobio",,,,
40592,Membrane integrity inhibitor,octenidine + prednicarbate,,,,
41372,Membrane integrity inhibitor,surotomycin,,,,
41720,Membrane integrity inhibitor,"ropivacaine, PainReform",,,,
41973,Membrane integrity inhibitor,"lidocaine, Phosphagenics",,,,
42323,Membrane integrity inhibitor,EP-100,,,,
43062,Membrane integrity inhibitor,Lytixar,,,,
58296,Membrane integrity inhibitor,Abelcet (inhalation),,,,
59235,Membrane integrity inhibitor,chlorhexidine,,,,
59412,Membrane integrity inhibitor,colistin (nebulized),,,,
59631,Membrane integrity inhibitor,polidocanol,,,,
59890,Membrane integrity inhibitor,lidocaine (cream),,,,
59993,Membrane integrity inhibitor,lidocaine/nifedipine,,,,
60209,Membrane integrity inhibitor,"hyaluronic acid/lidocaine, Anika",,,,
60292,Membrane integrity inhibitor,N-acetyl-D-glucosamine/lidocaine,,,,
60347,Membrane integrity inhibitor,lidocaine (Ophthalmic),,,,
60472,Membrane integrity inhibitor,"hyaluronic acid (double cross-linked)/lidocaine, Mentor",,,,
60499,Membrane integrity inhibitor,"amorolfine, unspecified",,,,
60984,Membrane integrity inhibitor,chlorhexidine gluconate (CHG) impregnated cloths,,,,
61014,Membrane integrity inhibitor,"lidocaine, Ferndale",,,,
61066,Membrane integrity inhibitor,Peridex,,,,
61092,Membrane integrity inhibitor,Toraymyxin,,,,
61122,Membrane integrity inhibitor,chlorhexidine wash,,,,
61224,Membrane integrity inhibitor,"ropivacaine, Nuvo Pharmaceuticals",,,,
61307,Membrane integrity inhibitor,BioPatch,,,,
62157,Membrane integrity inhibitor,"lidocaine gel, Arcion Therapeutics",,,,
62236,Membrane integrity inhibitor,"lidocaine + tetracaine cream, Crescita Therapeutics",,,,
62803,Membrane integrity inhibitor,"colistimethate sodium (IV), Cipla",,,,
62995,Membrane integrity inhibitor,"amorolfine, Isdin",,,,
63026,Membrane integrity inhibitor,aspirin/lidocaine lozenge,,,,
63955,Membrane integrity inhibitor,polymyxin B/bacitracin/neomycin,,,,
64965,Membrane integrity inhibitor,HT-61,,,,
65100,Membrane integrity inhibitor,"propofol, unspecified",,,,
65146,Membrane integrity inhibitor,"colistimethate, unspecified",,,,
65409,Membrane integrity inhibitor,"amphotericin B, unspecified",,,,
65494,Membrane integrity inhibitor,"hyaluronic acid + lidocaine, Allergan",,,,
65495,Membrane integrity inhibitor,Juvederm Ultra Plus/lidocaine,,,,
67636,Membrane integrity inhibitor,"CHG impregnated gel dressings, 3M",,,,
67918,Membrane integrity inhibitor,"chlorhexidine gluconate/isopropyl alcohol, CareFusion",,,,
67920,Membrane integrity inhibitor,"chlorhexidine gluconate/isopropyl alcohol solution, Ecolab",,,,
68328,Membrane integrity inhibitor,"lidocaine, unspecified",,,,
68811,Membrane integrity inhibitor,"xylocaine pump spray, Astra Zeneca",,,,
68876,Membrane integrity inhibitor,"ropivacaine, unspecified",,,,
69164,Membrane integrity inhibitor,"lidocaine (8 mg) + cetylpyridinium chloride (2 mg), Novartis",,,,
69165,Membrane integrity inhibitor,"lidocaine (1 mg) + cetylpyridinium chloride (2 mg), Novartis",,,,
69492,Membrane integrity inhibitor,NB-002,,,,
69915,Membrane integrity inhibitor,chlorhexidine gluconate (topical solution),,,,
70207,Membrane integrity inhibitor,"lidocaine, Taris Biomedical",,,,
70528,Membrane integrity inhibitor,"lignocaine, Isifer",,,,
70530,Membrane integrity inhibitor,"lidocaine, Isifer",,,,
70923,Membrane integrity inhibitor,disodium clodronate + lidocaine 1%,,,,
71846,Membrane integrity inhibitor,"lidocaine, Nuvo Research",,,,
72941,Membrane integrity inhibitor,"chlorhexidine gluconate scrub, unspecified",,,,
73277,Membrane integrity inhibitor,"colistin methanesulfonate sodium (CMS), GlaxoSmithKline",,,,
75981,Membrane integrity inhibitor,polymyxin B,,,,
76359,Membrane integrity inhibitor,"chlorhexidine gluconate (shampoo), LPC Medical",,,,
76457,Membrane integrity inhibitor,"colistimethate, Paddock Laboratories",,,,
76687,Membrane integrity inhibitor,"lidocaine 4 %, Pharmanest",,,,
76986,Membrane integrity inhibitor,"lidocaine, intravaginal, Columbia Laboratories",,,,
77374,Membrane integrity inhibitor,"benzalkonium chloride + chlorhexidine dihydrochloride, Dermal",,,,
77620,Membrane integrity inhibitor,"benzalkonium chloride + chlorhexidine (bath), Diomed",,,,
77621,Membrane integrity inhibitor,"benzalkonium chloride + chlorhexidine (cream), Diomed",,,,
78474,Membrane integrity inhibitor,"ropivacaine (oily solution), PainReform",,,,
78492,Membrane integrity inhibitor,"hyaluronic acid (implant) with lidocaine, Allergan",,,,
80677,Membrane integrity inhibitor,"chlorhexidine gluconate, Yoshida",,,,
81751,Membrane integrity inhibitor,"ropivacaine HCl, Fresenius Kabi",,,,
81954,Membrane integrity inhibitor,"amorolfine hydrochloride, Substipharm",,,,
83955,Membrane integrity inhibitor,"colistimethate sodium, Jiangsu Chia-tai Tianqing",,,,
84304,Membrane integrity inhibitor,Emervel Deep,,,,
84347,Membrane integrity inhibitor,"methoxyflurane, Medical Developments",,,,
84460,Membrane integrity inhibitor,"colistimethate, JHP Pharmaceuticals",,,,
84549,Membrane integrity inhibitor,"lidocaine patch, IBSA",,,,
84949,Membrane integrity inhibitor,"ropivacaine, Heron",,,,
84959,Membrane integrity inhibitor,"lidocaine 2.5% + prilocaine 2.5%, Cristalia",,,,
85275,Membrane integrity inhibitor,"propofol, Fresenius Kabi",,,,
85708,Membrane integrity inhibitor,"oltipraz, PharmaKing",,,,
85778,Membrane integrity inhibitor,"lidocaine, AstraZeneca",,,,
86492,Membrane integrity inhibitor,epinephrine + lidocaine HCl,,,,
86590,Membrane integrity inhibitor,"Lidocaine bucomax Mint, Pierre Fabre",,,,
86593,Membrane integrity inhibitor,Lidocaine strepsils,,,,
86636,Membrane integrity inhibitor,"Lidocaine Bucomax Mint, Laboratorios Cinfa",,,,
86665,Membrane integrity inhibitor,"chlorhexidine digluconate, GSK",,,,
87183,Membrane integrity inhibitor,"chlorhexidine acetate+silver sulfadiazine, Arrow",,,,
87303,Membrane integrity inhibitor,"lidocaine + phenylephrine + tropicamide, Thea",,,,
88021,Membrane integrity inhibitor,"lidocaine patch 1.8%, Scilex",,,,
88508,Membrane integrity inhibitor,"octenidine dihydrochloride, Schulke",,,,
88800,Membrane integrity inhibitor,"hyaluronic acid + lidocaine, Across",,,,
89263,Membrane integrity inhibitor,"chlorhexidine gluconate + isopropyl alcohol, 3M",,,,
89781,Membrane integrity inhibitor,"butylated hydroxytoluene, Boehringer Ingelheim",,,,
89786,Membrane integrity inhibitor,"chlorhexidine gluconate 2% solution, Xttrium Laboratories",,,,
89787,Membrane integrity inhibitor,"chlorhexidine gluconate 2% cloth, Medline Industries",,,,
89960,Membrane integrity inhibitor,"lidocaine, Beijing Tide Pharmaceutical Co.",,,,
90906,Membrane integrity inhibitor,"lidocaine, Nitto Denko",,,,
91386,Membrane integrity inhibitor,silver sulphadiazine + chlorhexidine gluconate,,,,
102571,Membrane integrity inhibitor,"Lidocaine+tetracaine patch, unspecified",,,,
104017,Membrane integrity inhibitor,Proparacaine,,,,
110468,Membrane integrity inhibitor,"hyaluronic acid + lidocaine, LG Life Sciences",,,,
110469,Membrane integrity inhibitor,HA-IDF II plus,,,,
111792,Membrane integrity inhibitor,"lidocaine, Centrexion Corporation",,,,
112100,Membrane integrity inhibitor,"Colistimethate Sodium, Glenmark",,,,
112151,Membrane integrity inhibitor,IrriSept,,,,
113056,Membrane integrity inhibitor,"ropivacaine hydrochloride, Teva",,,,
117750,Membrane integrity inhibitor,"chlorhexidine sol 4%, Cito Pharma Services",,,,
119194,Membrane integrity inhibitor,lidocaine (IV),,,,
122922,Membrane integrity inhibitor,"amorolfine 5%, Alvogen",,,,
123279,Membrane integrity inhibitor,GuardianCath,,,,
125704,Membrane integrity inhibitor,lidopatch,,,,
126660,Membrane integrity inhibitor,tantum verde nebul,,,,
127050,Membrane integrity inhibitor,"amorolfine (nail polish), Jadran-Galenski Laboratories",,,,
132904,Membrane integrity inhibitor,"lidocaine, MEDRx",,,,
133441,Membrane integrity inhibitor,ketafol,,,,
136613,Membrane integrity inhibitor,"ropivacaine, Taiwan Liposome Company",,,,
137030,Membrane integrity inhibitor,"chlorhexidine, unspecified",,,,
137451,Membrane integrity inhibitor,Isifera plus,,,,
138680,Membrane integrity inhibitor,Alcaine,,,,
